"projection_date","model_name","year","scenario_name","trajectory_id","country_iso3","age","gender","population","target","value"
"2024-03-01","ModelA",2023,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",1.2074438705337
"2024-03-01","ModelA",2024,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",1.10579230620059
"2024-03-01","ModelA",2025,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",1.18305367681038
"2024-03-01","ModelA",2026,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",1.06069744651074
"2024-03-01","ModelA",2027,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",1.06546166403536
"2024-03-01","ModelA",2028,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.954324743610772
"2024-03-01","ModelA",2029,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.968507185035997
"2024-03-01","ModelA",2030,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.874287686499886
"2024-03-01","ModelA",2031,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.800392351235953
"2024-03-01","ModelA",2032,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.726902236141926
"2024-03-01","ModelA",2033,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.716224570814598
"2024-03-01","ModelA",2034,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.599055584166225
"2024-03-01","ModelA",2035,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.489828200552161
"2024-03-01","ModelA",2036,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.502634632242917
"2024-03-01","ModelA",2037,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.436955358327798
"2024-03-01","ModelA",2038,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.328698297956308
"2024-03-01","ModelA",2039,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.326292417316391
"2024-03-01","ModelA",2040,"statusquo",4,"ABC","15-49","Total","General population","hiv_incidence",0.234897308997339
"2024-03-01","ModelA",2023,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",1.26849161991211
"2024-03-01","ModelA",2024,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",1.1956593852171
"2024-03-01","ModelA",2025,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",1.14345907288214
"2024-03-01","ModelA",2026,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",1.05674161788153
"2024-03-01","ModelA",2027,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",1.08681545597777
"2024-03-01","ModelA",2028,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.988548224840084
"2024-03-01","ModelA",2029,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.850463063413387
"2024-03-01","ModelA",2030,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.838892583305842
"2024-03-01","ModelA",2031,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.730963152241008
"2024-03-01","ModelA",2032,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.756324330954501
"2024-03-01","ModelA",2033,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.690351787707301
"2024-03-01","ModelA",2034,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.550031926103693
"2024-03-01","ModelA",2035,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.548166105944925
"2024-03-01","ModelA",2036,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.51222975036163
"2024-03-01","ModelA",2037,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.422573651090356
"2024-03-01","ModelA",2038,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.362956107205675
"2024-03-01","ModelA",2039,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.304948771744487
"2024-03-01","ModelA",2040,"statusquo",5,"ABC","15-49","Total","General population","hiv_incidence",0.260207761990864
"2024-03-01","ModelA",2023,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",1.17328654140815
"2024-03-01","ModelA",2024,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",1.16013261831707
"2024-03-01","ModelA",2025,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",1.09245378048549
"2024-03-01","ModelA",2026,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",1.11042862891436
"2024-03-01","ModelA",2027,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",1.04248816896465
"2024-03-01","ModelA",2028,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.857146741006398
"2024-03-01","ModelA",2029,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.844768423769993
"2024-03-01","ModelA",2030,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.788810823488046
"2024-03-01","ModelA",2031,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.77825202494539
"2024-03-01","ModelA",2032,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.762076888054797
"2024-03-01","ModelA",2033,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.734845423984252
"2024-03-01","ModelA",2034,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.616209885360424
"2024-03-01","ModelA",2035,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.572497898190731
"2024-03-01","ModelA",2036,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.488343626898849
"2024-03-01","ModelA",2037,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.399491004272164
"2024-03-01","ModelA",2038,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.374528677151015
"2024-03-01","ModelA",2039,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.305741325204923
"2024-03-01","ModelA",2040,"statusquo",6,"ABC","15-49","Total","General population","hiv_incidence",0.264434786303467
"2024-03-01","ModelA",2023,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",1.21489339313621
"2024-03-01","ModelA",2024,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",1.12341302561555
"2024-03-01","ModelA",2025,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",1.05912536973289
"2024-03-01","ModelA",2026,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",1.13390534696583
"2024-03-01","ModelA",2027,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.979140404283104
"2024-03-01","ModelA",2028,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.954502259096323
"2024-03-01","ModelA",2029,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.86902686166419
"2024-03-01","ModelA",2030,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.761521340346711
"2024-03-01","ModelA",2031,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.853642674908114
"2024-03-01","ModelA",2032,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.739680909288975
"2024-03-01","ModelA",2033,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.653003240659172
"2024-03-01","ModelA",2034,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.6302889978454
"2024-03-01","ModelA",2035,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.536900781334148
"2024-03-01","ModelA",2036,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.477321524600327
"2024-03-01","ModelA",2037,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.39867160699618
"2024-03-01","ModelA",2038,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.364020414770369
"2024-03-01","ModelA",2039,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.297838057964641
"2024-03-01","ModelA",2040,"statusquo",7,"ABC","15-49","Total","General population","hiv_incidence",0.250360517220997
"2024-03-01","ModelA",2023,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",1.18290657129912
"2024-03-01","ModelA",2024,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",1.12615061970509
"2024-03-01","ModelA",2025,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",1.10013695490502
"2024-03-01","ModelA",2026,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",1.10141745821116
"2024-03-01","ModelA",2027,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.965483770760992
"2024-03-01","ModelA",2028,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.962263755398732
"2024-03-01","ModelA",2029,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.86791712855783
"2024-03-01","ModelA",2030,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.83977474051053
"2024-03-01","ModelA",2031,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.845303510329826
"2024-03-01","ModelA",2032,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.690215396770384
"2024-03-01","ModelA",2033,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.622033275393897
"2024-03-01","ModelA",2034,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.618861169249497
"2024-03-01","ModelA",2035,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.552990681615476
"2024-03-01","ModelA",2036,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.47801691203494
"2024-03-01","ModelA",2037,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.438235589633097
"2024-03-01","ModelA",2038,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.34473335552795
"2024-03-01","ModelA",2039,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.296525358086749
"2024-03-01","ModelA",2040,"statusquo",8,"ABC","15-49","Total","General population","hiv_incidence",0.271791870623741
"2024-03-01","ModelA",2023,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.30400320779985
"2024-03-01","ModelA",2024,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.23472611383266
"2024-03-01","ModelA",2025,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.23059399207558
"2024-03-01","ModelA",2026,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.08095701065712
"2024-03-01","ModelA",2027,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.05894998107145
"2024-03-01","ModelA",2028,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",1.00607806537717
"2024-03-01","ModelA",2029,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.846041350672479
"2024-03-01","ModelA",2030,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.836405546677038
"2024-03-01","ModelA",2031,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.872689043542319
"2024-03-01","ModelA",2032,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.76542468115983
"2024-03-01","ModelA",2033,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.63637897971867
"2024-03-01","ModelA",2034,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.513961687565617
"2024-03-01","ModelA",2035,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.553074889851233
"2024-03-01","ModelA",2036,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.477874902095174
"2024-03-01","ModelA",2037,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.411276841889089
"2024-03-01","ModelA",2038,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.373019261061156
"2024-03-01","ModelA",2039,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.335674841116283
"2024-03-01","ModelA",2040,"statusquo",9,"ABC","15-49","Total","General population","hiv_incidence",0.249967857196927
"2024-03-01","ModelA",2023,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",1.24972098021019
"2024-03-01","ModelA",2024,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",1.28420694426294
"2024-03-01","ModelA",2025,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",1.11080958931749
"2024-03-01","ModelA",2026,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",1.03955833658211
"2024-03-01","ModelA",2027,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",1.02165758861671
"2024-03-01","ModelA",2028,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.873422537638507
"2024-03-01","ModelA",2029,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.951909745822661
"2024-03-01","ModelA",2030,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.930275207567049
"2024-03-01","ModelA",2031,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.765050194015815
"2024-03-01","ModelA",2032,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.753948252668882
"2024-03-01","ModelA",2033,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.645568750038847
"2024-03-01","ModelA",2034,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.609198269483287
"2024-03-01","ModelA",2035,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.554949065100124
"2024-03-01","ModelA",2036,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.513345027808244
"2024-03-01","ModelA",2037,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.452957209231489
"2024-03-01","ModelA",2038,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.370696874679113
"2024-03-01","ModelA",2039,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.319867332046799
"2024-03-01","ModelA",2040,"statusquo",10,"ABC","15-49","Total","General population","hiv_incidence",0.245269946003974
"2024-03-01","ModelA",2023,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",1.29346762687096
"2024-03-01","ModelA",2024,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",1.20634036015777
"2024-03-01","ModelA",2025,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",1.17028910311115
"2024-03-01","ModelA",2026,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",1.03784234778805
"2024-03-01","ModelA",2027,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.995667462701699
"2024-03-01","ModelA",2028,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.991835231040631
"2024-03-01","ModelA",2029,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.941757253070303
"2024-03-01","ModelA",2030,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.823134331555171
"2024-03-01","ModelA",2031,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.753299132131789
"2024-03-01","ModelA",2032,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.737828048011257
"2024-03-01","ModelA",2033,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.642286283517394
"2024-03-01","ModelA",2034,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.571430048352488
"2024-03-01","ModelA",2035,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.55922619982036
"2024-03-01","ModelA",2036,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.511148691858797
"2024-03-01","ModelA",2037,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.453927821208276
"2024-03-01","ModelA",2038,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.37837270406974
"2024-03-01","ModelA",2039,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.328343204272856
"2024-03-01","ModelA",2040,"statusquo",11,"ABC","15-49","Total","General population","hiv_incidence",0.256105188898159
"2024-03-01","ModelA",2023,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",1.39353436843448
"2024-03-01","ModelA",2024,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",1.08318689432667
"2024-03-01","ModelA",2025,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",1.13247690332089
"2024-03-01","ModelA",2026,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",1.09904529148987
"2024-03-01","ModelA",2027,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.975246888054781
"2024-03-01","ModelA",2028,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.965698197703343
"2024-03-01","ModelA",2029,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.942922962679722
"2024-03-01","ModelA",2030,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.795901192505186
"2024-03-01","ModelA",2031,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.750108473531371
"2024-03-01","ModelA",2032,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.725783403811338
"2024-03-01","ModelA",2033,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.690900823746221
"2024-03-01","ModelA",2034,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.615945450187322
"2024-03-01","ModelA",2035,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.525319840043566
"2024-03-01","ModelA",2036,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.498866356685483
"2024-03-01","ModelA",2037,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.414448584487777
"2024-03-01","ModelA",2038,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.31723681042497
"2024-03-01","ModelA",2039,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.318747305569548
"2024-03-01","ModelA",2040,"statusquo",12,"ABC","15-49","Total","General population","hiv_incidence",0.254990334780938
"2024-03-01","ModelA",2023,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",1.29366956214513
"2024-03-01","ModelA",2024,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",1.22229339925665
"2024-03-01","ModelA",2025,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",1.09857921621345
"2024-03-01","ModelA",2026,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",1.13147955497008
"2024-03-01","ModelA",2027,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.981623011166407
"2024-03-01","ModelA",2028,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",1.02735740276123
"2024-03-01","ModelA",2029,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.903086977420171
"2024-03-01","ModelA",2030,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.835154091604209
"2024-03-01","ModelA",2031,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.780435698565393
"2024-03-01","ModelA",2032,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.729210828496057
"2024-03-01","ModelA",2033,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.658964416794486
"2024-03-01","ModelA",2034,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.616779312164756
"2024-03-01","ModelA",2035,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.537155906689925
"2024-03-01","ModelA",2036,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.500240012317549
"2024-03-01","ModelA",2037,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.455195907708336
"2024-03-01","ModelA",2038,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.380070380207222
"2024-03-01","ModelA",2039,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.305430874094695
"2024-03-01","ModelA",2040,"statusquo",13,"ABC","15-49","Total","General population","hiv_incidence",0.245339346946966
"2024-03-01","ModelA",2023,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",1.24800062909518
"2024-03-01","ModelA",2024,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",1.19637478612093
"2024-03-01","ModelA",2025,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",1.12875458669177
"2024-03-01","ModelA",2026,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",1.04585110397151
"2024-03-01","ModelA",2027,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",1.01866715573675
"2024-03-01","ModelA",2028,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.91207000158125
"2024-03-01","ModelA",2029,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.906812488842165
"2024-03-01","ModelA",2030,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.883989927565935
"2024-03-01","ModelA",2031,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.832606033129158
"2024-03-01","ModelA",2032,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.761452225103273
"2024-03-01","ModelA",2033,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.631647021395454
"2024-03-01","ModelA",2034,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.659969192923515
"2024-03-01","ModelA",2035,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.528754909853127
"2024-03-01","ModelA",2036,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.491550397130236
"2024-03-01","ModelA",2037,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.40254654252169
"2024-03-01","ModelA",2038,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.370461715245652
"2024-03-01","ModelA",2039,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.335523449665682
"2024-03-01","ModelA",2040,"statusquo",14,"ABC","15-49","Total","General population","hiv_incidence",0.252154878014341
